이미지경로,상품명,카테고리 상,카테고리 중,카테고리 하,상품상태,설명,가격,수량
"D:\5. 판매\3-2. 트위터 게시 완료\72-1.jpg, D:\5. 판매\3-2. 트위터 게시 완료\72-2.jpg",72. 하이큐 쓰레기장의 결전 만쥬 카게가라스 카게야마,키덜트,피규어/인형,,새 상품 (미사용),"""하이큐 쓰레기장의 결전 만쥬 카게가라스 카게야마
 

<주의사항 필독>저렴하게 판매합니다
기본적으로 굿즈는 사놓고 미전시 혹은 미개봉하는 편입니다. 
(하자 확인을 위해 개봉할 때도 있음)
하지만 예민하신 분은 피해주세요.
오배송 외에는 교환 환불 불가합니다.
택배 파손 시 보상은 택배사로 문의해주세요.
게시글 꼼꼼히 확인 후 채팅 부탁드립니다. 
기재된 하자 있을 경우 못 보시고 구매하시면 책임지지 않습니다.
기본적으로는 바로 결제 가능
네고 요청은 가격 제안하기로 해주세요 (채팅으로는 답변 안 드립니다.)”",10753,1
